NAME,FAMILY,ABBREV_NAME,COLL_DT,ACC_NUM,COLL_NUM,COLL_ID,COLLECTOR,COLLECTED_WITH,COUNTRY_CODE,PHYTOREGION,PHYTOREGION_FULL,SUB_CNT1,SUB_CNT2,SUB_CNT3,GEOG_AREA,LOCALITY,LATITUDE,LONGITUDE,LATITUDE_DECIMAL,LONGITUDE_DECIMAL,GEOREF_SOURCE,GPS_DATUM,ALTITUDE,ALTITUDE_UNIT,LAND_OWNER,ASSOCIATED_TAXA_FULL,USER2,GEOMORPHOLOGY,SLOPE,ASPECT,HABITAT,USER1,GEOLOGY,SOIL_TYPE,COLLECTION_MISC,POPULATION_SIZE,OCCUPANCY,SEED_SOURCE,DESCRIPTION,USER3,USER4,USER5,KEYWORD,PSOURCE_FULL,SECOND_COLL_DT,DATE_AS_GIVEN,USER10,SECONDARY_ID,CREATED_BY,USER8,USER9,ACC_DT,GENUS,SPECIES,COLL_YR,MISC
Helianthus maximiliani,ASTERACEAE,HEMA2,3-Oct-18,CBG-10269,10269,CBG,,"Wilson, D.C.",US,27E,Central Great Plains (Omernik),Nebraska,Buffalo,South Platte River Basin,Martins Reach State Wildlife Management Area,"Martins Reach State Wildlife Management Area, Woods River: Along I-80 in south-central Nebraska, about 18 miles west of Grand Island on the frontage road on the south side of I-80, north floodplain of Platte River","40°44' 27.85"" N","98°37' 51.19"" W",40.74106,-98.63088,GPS,NAD83,1960,FT,Nebraska Game and Parks,Juniperus scopulorum:Populus deltoides:Sorghastrum nutans:Spartina pectinata:Ambrosia sp.:Sporobolus airoides:Bromus inermis:Desmanthus illinoensis,Mowed:Grazed:Flooded,Historical river floodplain,0,,Populus deltoides river floodplain,"Recreational, hunting",Holocene floodplain and alluvial fan deposits over Pierre shale; floodplains producing eolian sand areas,Sand,100 plants sampled,200,2,P,,,::,2:03 OCT 2018:Smithsonian and Chicago Botanic Garden,,,,,,Wilson2018-29,LJP,2.75,brown,25-Jun-19,HELIANTHUS,maximiliani,2018,
Polygonum hydropiperoides,POLYGONACEAE,POHY2,2-Oct-18,CBG-10270,10270,CBG,,"Wilson, Denise C.",US,27E,Central Great Plains (Omernik),Nebraska,Dawson,South Platte River Basin,Dogwood State Wildlife Management Area,"From Lexington, NE: take Hwy 30 east for 6 miles to Rd 439. Turn south for 3.5 miles and under I-80 to Drive 750. Turn east for 3/4 miles.","40° 42.027"" N","99° 38.123"" W",40.01167,-99.01058,GPS,NAD83,2327,FT,Nebraska Game & Parks,Populus deltoides:Phalaris arundinacea:Plantago major:Xanthium sp.,Flooded,Historical river floodplain,0,,,"Recreational, hunting",Holocene floodplain and alluvial fan deposits over Pierre shale; floodplains producing eolian sand areas,Sand,50 plants sampled,200,10,P,,,::,"2:02 OCT 2018:CBG, Smithsonian",,,,,1,,ACH,2,brown,1-Feb-19,POLYGONUM,hydropiperoides,2018,
Elymus canadensis,POACEAE,ELCA4,17-Oct-18,CBG-10271,10271,CBG,,"Wilson, Denise C.",US,52E,Driftless Area (Omernik),Iowa,Dubuque,Mines of Spain Recreation Area,North end of park,From Dubuque: take Hwy 61 south 1.8 miles to Mines of Spain Rd. Turn SE (left) for 2.9 miles. Park in Mines of Spain State Preserve parking.,"42°27' 37.6"" N","90°40' 01.1"" W",42.46044,-90.66697,GPS,NAD83,776,FT,Iowa DNR,Bromus inermis:Andropogon gerardii:Solidago canadensis:Helianthus grosseserratus:Monarda fistulosa:Silphium perfoliatum,Mowed:Burned,Paleozoic Plateau,0,,Tallgrass prairie with Adropogon gerardii as dominant species,"Conservation, recreation",Cliffs of Galena Group dolomite of Ordovician age (450 mil yrs ago). Older shelves of tufa (porous lime deposits),Other : sandy loam,200 plants sampled,500,4,P,,,::,"2:17 OCT 2018:CBG, Smithsonian",,,,,1,Wilson2018-34,ACH,2.66,grey-black,1-Feb-19,ELYMUS,canadensis,2018,
Asclepias incarnata ssp. incarnata,ASCLEPIADACEAE,ASINI,18-Oct-18,CBG-10372,10372,CBG,,"Wilson, Denise C.",US,52E,Driftless Area (Omernik),Iowa,Winneshiek,Bluffton Fir Stand State Preserve,South and SW end of park,"From Decorah in northeastern Iowa: follow Hwy 9 to Hwy 52, continue north to Pole Line Road. Go west to Bluffton Road. Go north all the way to Bluffton and through town and over the river. Pick up west ravine Road, which is the eastern-most boundary of the park. Continue to Woodland and 310, the southern most boundary roads. Turn right (north) on Chimney Rock. Plants are found along this road and in a prairie 1 mile.","43°23' 31.2"" N","91°56' 54.7"" W",43.392,-91.94852,GPS,NAD83,1169,FT,Iowa Dept of Natural Resources,Scirpus microcarpus:Spartina pectinata:Bromus inermis:Elymus canadensis:Solidago canadensis:Helianthus grosseserratus,Mowed:Burned:Flooded,Palezoic plateau,0,,Tallgrass prairie with Sorghastrum nutans as dominant species,"Conservation, recreation",Cliffs of Galena Group dolomite of Ordovician age (450 mil yrs ago). Older shelves of tufa (porous lime deposits),Other : sandy loam,50 plants sampled,80,4,P,,,::,"2:18 OCT 2018:CBG, Smithsonian",,,,,1,Wilson2018-36,ACH,3.5,light brown,1-Feb-19,ASCLEPIAS,incarnata,2018,
Juncus interior,JUNCACEAE,JUIN2,19-Oct-18,CBG-10373,10373,CBG,,"Wilson, Denise C.",US,47E,Western Corn Belt Plains (Omernik),Iowa,Lyon,Gitchie Manitou State Preserve,North end of park,"From Rock Rapids, at Hwy 9 & 75, take Hwy 9 NW for 19 miles to 100th St. Turn west (left) for 4 miles to County Road K10. Turn south (left) for 0.5 miles to parking at sign. Walk along closed road to the quartz rock outcroppings.","43°29' 54.9"" N","96°35' 47.7"" W",43.49858,-96.59658,GPS,NAD83,1283,FT,Iowa DNR,Carex sp.:Andropogon gerardii:Schizachyrium scoparium,,Iowan surface; Loess Hills; inland pond,0,,Tallgrass prairie with Andropogon gerardii and Schizachrium scoparium as dominant species.,Conservation,Iowan surface landform with Sioux quartz; type section for geology; low relief glacial; discontinuous loess or loam over glacial drift; oldest bedrock at 1.6 billion years old; bedrock near surface; karst with scattered glacial boulders.,Other : sandy loam,50 plants sampled,100,1,P,,,::,"2:19 OCT 2018:CBG, Smithsonian",,,,,1,Wilson2018-39,ACH,0.8,dark brown,1-Feb-19,JUNCUS,interior,2018,
Hesperostipa spartea,POACEAE,HESP11,9-Jun-18,CBG-10424,10424,CBG,,"Frischie, Stephanie",US,54E,Central Corn Belt Plains (Omernik),Indiana,Benton,railroad right-of-way prairie remnant,,"Prairie, remnant between KBS railorad & US 52. Near intersection with CR 200W. NW of the town of Fowler.","40°38' 38.65"" N","87°21' 43.63"" W",40.64406,-87.36211,Map,,828,FT,N/A,Echinacea pallida:Euphorbia corollata:Amorpha canescens:Dichanthelium leibergii,,,,,Prairie remnant,,,Other : loam,500 plants sampled,3000,2,P,,,::,1:09 JUN 2018:CBG,,,,,,SF -0383,ACH,,black,1-Feb-19,HESPEROSTIPA,spartea,2018,
Dichanthelium leibergii,POACEAE,DILE2,9-Jun-18,CBG-10426,10426,CBG,,"Frishie, S.",US,54E,Central Corn Belt Plains (Omernik),Indiana,Benton,prairie remnant railroad right of way,,"prairie remnant between KBS railroad. US 52 near intersection with CR 200W, NW of the town of Fowler.","40°38' 38.65"" N","87°21' 43.63"" W",40.64406,-87.36211,Map,,828,FT,N/A,Echinacea pallida:Euphorbia corollata:Amorpha canescens:Dichanthelium leibergii,,,,,prairie remnant,,,Other : loam,200 plants sampled,1000,1,P,,,::,1:09 JUN 2018:Chicago Botanic Garden,,,,,,SF 0382,LJP,2,black,25-Jun-19,DICHANTHELIUM,leibergii,2018,
Carex shortiana,CYPERACEAE,CASH2,9-Jun-18,CBG-10427,10427,CBG,,"Frischie, S.",US,54E,Central Corn Belt Plains (Omernik),Indiana,Benton,,,"ditch along east side of CR 200W, 1/2 mile south of SR18.","40°36' 47.09"" N","87°21' 42.77"" W",40.61308,-87.36188,GPS,WGS84,794,FT,,Carex vulpinoidea:Carex frankii:Carex molesta,,,,,roadside ditch,,,Other : loam,50 plants sampled,50,4,P,,,::,::,,,,,,SF 0379,ACH,3.5,black,1-Feb-19,CAREX,shortiana,2018,
Lobelia siphilitica,CAMPANULACEAE,LOSI,4-Oct-18,CBG-10428,10428,CBG,,"Frischie, S.",US,54E,Central Corn Belt Plains (Omernik),Illinois,Kankakee,,,Wildwood (13810 E) St. between 2000S and 3000S,"41°5' 34.51"" N","87°36' 18.22"" W",41.09291,-87.60506,GPS,WGS84,656,FT,Right of way,Scirpus cyperinus:Agalinis tenuifolia:Bidens tripartita:Strophostyles helvula:Eupatorium perfoliatum:Epilobium coloratum:Bidens cernua:Prunella vulgaris,Mowed,sloping ditch; depression,,,"sandy, moist roadside",,,Sand,60 plants sampled,500,0.5,,,,::,"2:09 SEP 2018:Chicago Botanic Garden, Smithsonian",,,,,,SF 0384,LJP,2,,25-Jun-19,LOBELIA,siphilitica,2018,
Scirpus cyperinus,CYPERACEAE,SCCY,4-Oct-18,CBG-10429,10429,CBG,,"Frischie, S.",US,54E,Central Corn Belt Plains (Omernik),Illinois,Kankakee,,,Wildwood (13810 E) St. between 2000S and 3000S,"41°5' 34.51"" N","87°36' 18.22"" W",41.09291,-87.60506,GPS,WGS84,656,FT,Right of way,Epilobium coloratum:Agalinis tenuifolia:Bidens tripartita:Strophostyles helvula:Eupatorium perfoliatum:Lobelia siphilitica:Bidens cernua:Prunella vulgaris,,sloping ditch; depression,,,"Sandy, moist roadside",,,Sand,60 plants sampled,1000+,2,P,,,::,1:09 SEP 2018:Chicago Botanic Garden,,,,,,SF 0385,LJP,5.5,,25-Jun-19,SCIRPUS,cyperinus,2018,
Agalinis tenuifolia,SCROPHULARIACEAE,AGTE3,4-Oct-18,CBG-10430,10430,CBG,,"Frischie, S.",US,54E,Central Corn Belt Plains (Omernik),Illinois,Kankakee,,,Wildwood (13810 E) St. between 2000S and 3000S,"41°5' 34.51"" N","87°36' 18.22"" W",41.09291,-87.60506,GPS,WGS84,656,FT,Right-of-way,Epilobium coloratum:Scirpus cyperinus:Bidens tripartita:Strophostyles helvola:Eupatorium perfoliatum:Lobelia siphilitica:Bidens cernua:Strophostyles helvula,Mowed,"sloping ditch, depression",,,"Sandy, moist roadside",,,Sand,60 plants sampled,100,0.5,P,,,::,2::,,,,,,SF 0386,ACH,1,,1-Feb-19,AGALINIS,tenuifolia,2018,
Bidens tripartita,ASTERACEAE,BITR,4-Oct-18,CBG-10431,10431,CBG,,"Frischie, S.",US,54E,Central Corn Belt Plains (Omernik),Illinois,Kankakee,,,Wildwood (13810 E) St. between 2000S and 3000S,"41°5' 34.51"" N","87°36' 18.22"" W",41.09291,-87.60506,GPS,WGS84,656,FT,Right of way,Epilobium coloratum:Agalinis tenuifolia:Scirpus cyperinus:Strophostyles helvula:Eupatorium perfoliatum:Lobelia siphilitica:Bidens cernua:Prunella vulgaris ssp. aleutica:Prunella vulgaris,Mowed,Sloping ditch; depression,,,"Sandy, moist roadside",,,Sand,60 plants sampled,300,0.5,,,,::,"2:09 SEP 2018:Chicago Botanic Garden, Smithsonian",,,,,,SF 0387,LJP,1.5,,25-Jun-19,BIDENS,tripartita,2018,
Eupatorium perfoliatum,ASTERACEAE,EUPE3,4-Oct-18,CBG-10432,10432,CBG,,"Frischie, S.",US,54E,Central Corn Belt Plains (Omernik),Illinois,Kankakee,,,Wildwood (13810E) St. between 2000S and 3000S,"41°5' 34.51"" N","87°36' 18.22"" W",41.09291,-87.60506,GPS,WGS84,,FT,Right of way,Epilobium coloratum:Agalinis tenuifolia:Bidens tripartita:Strophostyles helvula:Scirpus cyperinus:Lobelia siphilitica:Bidens cernua:Prunella vulgaris,,Sloping dtich; depression,,,"Sandy, moist roadside",,,Sand,60 plants sampled,700,1,P,,,::,"2:09 SEP 2018:Chicago Botanic Garden, Smithsonian",,,,,,SF 03859,LJP,2.5,,25-Jun-19,EUPATORIUM,perfoliatum,2018,
Epilobium coloratum,ONAGRACEAE,EPCO,4-Oct-18,CBG-10433,10433,CBG,,"Frischie, S.",US,54E,Central Corn Belt Plains (Omernik),Illinois,Kankakee,,,Wildwood (13810 E) St. between 2000S and 3000S,"41°5' 34.51"" N","87°36' 18.22"" W",41.09291,-87.60506,GPS,WGS84,656,FT,Right of way,Scirpus cyperinus:Agalinis tenuifolia:Bidens tripartita:Strophostyles helvula:Eupatorium perfoliatum:Lobelia siphilitica:Bidens cernua:Prunella vulgaris,Mowed,Sloping ditch; depression,,,"Sandy, moist roadside",,,Sand,60 plants sampled,120,0.5,P,,,::,"2:09 SEP 2018:Chicago Botanic Garden, Smithsonian",,,,,,SF 0390,LJP,3,,25-Jun-19,EPILOBIUM,coloratum,2018,
Prunella vulgaris ssp. lanceolata,LAMIACEAE,PRVUL2,9-Sep-18,CBG-10434,10434,CBG,,"Frischie, S.",US,54E,Central Corn Belt Plains (Omernik),Illinois,Kankakee,,,Wildwood St. (13810E) between 2000S and 3000S,"41°5' 34.51"" N","87°36' 18.22"" W",41.09291,-87.60506,GPS,WGS84,656,FT,Right-of-way,Epilobium coloratum:Agalinis tenuifolia var. leucanthera:Agalinis tenuifolia:Bidens tripartita:Strophostyles helvula:Eupatorium perfoliatum:Lobelia siphilitica var. ludoviciana:Lobelia siphilitica:Bidens cernua:Scirpus cyperinus:Bidens tripartita:Strophostyles helvula:Eupatorium perfoliatum:Lobelia siphilitica:Bidens cernua:Scirpus cyperinus:Agalinis tenuifolia:Bidens tripartita:Strophostyles helvula:Eupatorium perfoliatum:Lobelia siphilitica:Bidens cernua:Scirpus cyperinus,Mowed,"Sloping ditch, depression",,,"Sandy, moist roadside",,,Sand,50 plants sampled,200,1,P,,,::,2::,,,,,,SF 0391,ACH,1,,1-Feb-19,PRUNELLA,vulgaris,2018,
Gaillardia pulchella,ASTERACEAE,GAPU,8-Sep-18,CBG-10435,10435,CBG,,"Wilson, D.C.",US,27E,Central Great Plains (Omernik),Oklahama,Comanche,Wichita Mountains National Wildlife Refuge,Road to Boulder Trail,"From Lawton, Oklahoma: Hwy 62 west to Cache. Take Hwy 115 north for 5 miles into NWR. Turn left (west) on Hwy 49 for about 3 miles. Take a left (south) for about 2 miles to end of road where there is parking and take the trail. Plants start to be seen within 1/3 of a mile along trail","34°43' 4.8"" N","98°40' 33.3"" W",34.718,-98.67591,GPS,NAD83,"1,628",FT,USFWS,Ambrosia sp.:Artemisia ludoviciana:Artemisia filifolia:Artemisia dracunculus:Andropogon gerardii:Schizachyrium scoparium:Bouteloua gracilis:Bouteloua curtipendula:Bromus japonicus:Croton texensis:Echinocactus,Grazed,Rock outcrops amongst mixed grass prairie,12,"SE, S",Tallgrass & shortgrass prairie big and little bluestem,Recreational,Sedimentary column in Amarillo Wichita uplift; Decomposed Cambrian granite and gypsum; small outcrops of granite with Meers quartzite,Other : loamy sand,200 plants sampled,1000,8,P,,,::,"2:08 SEP 2018:Smithsonian, Chicago Botanic Garden",,,,,1,Wilson2018-40,LJP,0.75,medium brown,25-Jun-19,GAILLARDIA,pulchella,2018,
Scutellaria lateriflora var. lateriflora,LAMIACEAE,SCLAL2,9-Oct-18,CBG-10436,10436,CBG,,"Kemper, M.",US,72E,Interior River Valleys and Hills (Omernik),Illinois,Washington,,,"E 1/2 SEct 21 T15-R5W 2 miles NNW Venely, IL; scattered in 40' with sand at edge of clear lake, Kaskaskia Macrosite Forest","38°25' 56.93"" N","89°38' 47"" W",38.43248,-89.64638,GPS,WGS84,430,FT,Private (Scanlon),Cephalanthus occidentalis:Bidens sp.:Acer saccharinum:Salix nigra:Hibiscus moscheutos:Alisma plantago-aquatica:Symphyotrichum ontarionis:Fraxinus pennsylvanica:Saururus cernuus,,Floodplain,0,,Wetland forest,Wetland wildlife,Floodplain,"Silt, Other : Silt loam",247 plants sampled,1000+,0.2,,,,::,2:12 AUG 2018:,,,17-Oct-18,,1,710c,LJP,2.25,dark gray,25-Jun-19,SCUTELLARIA,lateriflora,2018,
Ageratina altissima,ASTERACEAE,AGAL5,17-Oct-18,CBG-10437,10437,CBG,,"Frischie, S.",US,55E,Eastern Corn Belt Plains (Omernik),Indiana,Clinton,,,Roadside of Jefferson Street along wooded area and creek. South of Mulberry near the Conservation Club.,"40°20' 3.05"" N","86°39' 27.76"" W",40.33418,-86.65771,GPS,WGS84,750,FT,Roadside,Eupatorium perfoliatum:Equisetum sp.:Galium sp.:Polygonum sp.:Toxicodendron radicans:Acalypha:Fraxinus sp.:Quercus sp.:Platanus sp.:Silphium perfoliatum:Lobelia siphilitica:Ruellia strepens:Rudbeckia sp.:Helianthus sp.:Verbesina alternifolia,,roadside,,,"gravelly outwash, along forest, creek and roadside",,,"Clay, Silt",60 plants sampled,500,0.25,P,,,::,2:17 OCT 2018:Chicago Botanic Garden,,,,,,SF 0395,LJP,2,brown,25-Jun-19,AGERATINA,altissima,2018,
Verbesina alternifolia,ASTERACEAE,VEAL,17-Oct-18,CBG-10438,10438,CBG,,"Frischie, S.",US,55E,Eastern Corn Belt Plains (Omernik),Indiana,Clinton,,,Roadside of Jefferson Street along wooded area and creek. South of Mulberry near the Conservation Club.,"40°20' 3.05"" N","86°39' 27.76"" W",40.33418,-86.65771,,WGS84,750,FT,Roadside,Eupatorium perfoliatum:Equisetum sp.:Galium sp.:Polygonum sp.:Toxicodendron radicans:Acalypha:Fraxinus sp.:Quercus sp.:Platanus sp.:Silphium perfoliatum:Lobelia siphilitica:Ruellia strepens:Rudbeckia sp.:Helianthus sp.:Ageratina altissima,,roadside,,,"Gravelly outwash, along forest, creek and roadside",,,"Clay, Silt",60 plants sampled,200,0.25,P,,,::,2:17 OCT 2018:Chicago Botanic Garden,,,,,,SF 0394,LJP,2.5,brown,25-Jun-19,VERBESINA,alternifolia,2018,
Lobelia cardinalis,CAMPANULACEAE,LOCA2,17-Oct-18,CBG-10439,10439,CBG,,"Frischie, S.",US,54E,Central Corn Belt Plains (Omernik),Indiana,Jasper,,,"Roadside ditch, CR 1200 S, east of US 231","40°50' 14.64"" N","87°8' 34.04"" W",40.8374,-87.14278,GPS,WGS84,660,FT,,Physostegia virginiana:Lythrum alatum:Lycopus americanus:Juncus canadensis:Gentiana andrewsii,,ditch,,,,,,Sand,100 plants sampled,6000+,0.5,P,,,::,"2:17 OCT 2018:Chicago Botanic Garden, Smithsonian ?",,,,,,SF 0396,LJP,2.5,black,25-Jun-19,LOBELIA,cardinalis,2018,
Asclepias verticillata,ASCLEPIADACEAE,ASVE,16-Oct-18,CBG-10440,10440,CBG,,"Frischie, S.",US,54E,Central Corn Belt Plains (Omernik),Indiana,Warren,,,"SR 26, east of Pine Village","40°26' 58.67"" N","87°13' 44.65"" W",40.44963,-87.22906,GPS,WGS84,702,FT,Richt of way,Sporobolus compositus var. compositus:Tridens flavus:Bromus inermis:Daucus carota,Mowed,Flat roadside,,,"Roadside, loam soil",,,Other : loam,100 plants sampled,400+,0.25,P,,,::,1:16 OCT 2018:Chicago Botanic Garden,,,,,,SF 0393,LJP,1.5,dark brown,25-Jun-19,ASCLEPIAS,verticillata,2018,
Bidens cernua,ASTERACEAE,BICE,20-Oct-18,CBG-10441,10441,CBG,,"Frischie, S.",US,54E,Central Corn Belt Plains (Omernik),Illinois,Kankakee,,,Wildwood (13810 E) St. between 2000S and 3000S,"41°5' 34.51"" N","87°36' 18.22"" W",41.09291,-87.60506,GPS,WGS84,656,FT,Right of way,Epilobium coloratum:Agalinis tenuifolia:Bidens tripartita:Strophostyles helvula:Eupatorium perfoliatum:Lobelia siphilitica:Bidens cernua:Prunella vulgaris:Scirpus cyperinus,,"Sloping ditch, depression",,,"Sandy, moist roadside",,,Sand,60 plants sampled,120,0.5,P,,,::,"2:04 OCT 2018:Chicago Botanic Garden, Smithsonian",,,,,,SF 0397,LJP,1.5,,25-Jun-19,BIDENS,cernua,2018,
Ludwigia alternifolia,ONAGRACEAE,LUAL2,24-Oct-18,CBG-10442,10442,CBG,,"Niday, Penny",US,57E,Huron/ Erie Lake Plain (Omernik),Ohio,Lucas,Oak Openings Corridor,Eber Dogleg COR04,"Wet area in northern section of property located on the East side of South Eber Rd., North of LaPlante Rd., South of 20A","41°34' 2.98"" N","83°47' 5.01"" W",41.56749,-83.78472,GPS,NAD83,652,FT,Metroparks Toledo,Scirpus cyperinus:Euthamia graminifolia:Juncus effusus:Panicum rigidulum:Juncus anthelatus:Juncus tenuis:Pycnanthemum virginianum,,"Flat, low, wet",,,Wet prairie pocket,Protected area,"Ancient shoreline, Warren Beach","Sand, Other : Loamy sand",60 plants sampled,800,0.7,P,,,P. Niday:In Field:28 AUG 2018,2:28 AUG 2018:Metroparks Toledo,,,,,,LUAL 2,LJP,2.5,Dark brown,25-Jun-19,LUDWIGIA,alternifolia,2018,
Lespedeza capitata,FABACEAE,LECA8,18-Oct-18,CBG-10443,10443,CBG,,"Niday, P.",US,57E,Huron/ Erie Lake Plain (Omernik),Ohio,Lucas,Oak Openings Preserve,Ostrich Barrens OO03,"Open, sandy areas on North and South side of ski trail; East of Ostrich Lane; West of sandy ridge.","41°32' 5.31"" N","83°50' 34.2"" W",41.5348,-83.84283,GPS,NAD83,675,FT,Metroparks Toledo,Andropogon virginicus:Schizachyrium scoparium:Quercus sp.:Desmodium marilandicum:Liatris squarrosa:Liatris aspera:Lechea mucronata:Solidago nemoralis,,"Sandy, dunal",,,"Open, barren, dunal",Protected area,"Ancient shoreline, Warren Beach",Sand,86 plants sampled,500+,2,P,,,P. Niday:In Field:28 AUG 2018,2:28 AUG 2018:Metroparks Toledo,,,,,,LECA 8,LJP,3,"Yellow, tan",25-Jun-19,LESPEDEZA,capitata,2018,
Solidago nemoralis,ASTERACEAE,SONE,18-Oct-18,CBG-10444,10444,CBG,,"Niday, P.",US,57E,Huron/ Erie Lake Plain (Omernik),Ohio,Lucas,Oak Openings Preserve,Ostrich Barrens OO03,"Open, sandy areas on North and South side of ski trail; East of Ostrich Lane; West of sandy ridge","41°32' 5.31"" N","83°50' 34.2"" W",41.5348,-83.84283,GPS,NAD83,675,FT,Metroparks Toledo,Andropogon virginicus:Schizachyrium scoparium:Quercus sp.:Desmodium sessilifolium:Helianthemum canadense:Lechea mucronata:Solidago nemoralis:Baptisia tinctoria:Lupinus perennis:Lespedeza capitata,,"Sandy, dunal",,,"Open, barren, dunal",Protected area,"Ancient shoreline, Warren Beach",Sand,60 plants sampled,500+,2,P,,,P. Niday:In Field:28 AUG 2018,2:28 AUG 2018:Metroparks Toledo,,,,,,SONE,LJP,2,"Yellow, tan",25-Jun-19,SOLIDAGO,nemoralis,2018,
Lycopus virginicus,LAMIACEAE,LYVI4,15-Dec-18,CBG-10445,10445,CBG,,"Hansen, J.",US,40E,Central Irregular Plains (Omernik),Kansas,Jefferson,Perry City trail,,"Perry City trail, Perry, KS, County Rod by Forestry Dump","39°6' 38.8"" N","95°23' 37.7"" W",39.11077,-95.3938,GPS,Other,851,FT,City of Perry,Carex grayi:Symphyotrichum lanceolatum ssp. lanceolatum var. lanceolatum:Acer saccharinum:Polygonum sp.,,Delaware flood plain,,,,Park,river flood plain,Silt,55 plants sampled,300,1,P,,,::,2:05 DEC 2018:Chicago Botanic Garden,,,,,,,LJP,2,Black,25-Jun-19,LYCOPUS,virginicus,2018,
Krigia biflora,ASTERACEAE,KRBI,5-Jul-19,CBG-10449,10449,CBG,,"Sollenberger, D.",US,54E,Central Corn Belt Plains (Omernik),Wisconsin,Kenosha,,,South of 116th St. just east of the RR tracks bordering the west edge of the preserve.,"42°30' 22.356"" N","87°48' 54.9"" W",42.50621,-87.81525,GPS,WGS84,,FT,WDNR,Sporobolus heterolepis:Parnassia glauca:Oxypolis rigidior:Liatris sp.:Dalea purpurea:Comandra umbellata:Dodecatheon meadia:Hypericum kalmianum:Phlox glaberrima:Rudbeckia hirta:Symphyotrichum oolentangiense var. oolentangiense:Euthamia graminifolia:Zizia aurea:Silphium terebinthinaceum:Pycnanthemum virginianum:Fimbristylis puberula:Lobelia spicata:Cirsium muticum:Tradescantia ohiensis:Carex conoidea,,swale,,,lake shore sand prairie,State Natural Area,Dune and sandbar formations of glacial Lake Chicago.,Sand,265 plants sampled,800,10,P,,,D. Sollenberger - CBG,2,,,,,1,,WEB,1.5,black,26-Mar-20,KRIGIA,biflora,2019,
Heuchera richardsonii,SAXIFRAGACEAE,HERI,10-Jul-19,CBG-10450,10450,CBG,,"Sollenberger, D,",US,54E,Central Corn Belt Plains (Omernik),Wisconsin,Kenosha,,,South of 116th St. just east of the RR tracks bordering the west edge of the preserve.,"42°30' 22.5354"" N","87°48' 56.304"" W",42.50625,-87.81564,GPS,WGS84,181,M,WDNR,Lespedeza capitata:Zizia aurea:Sorghastrum nutans:Dalea purpurea:Lithospermum canescens:Silphium integrifolium:Silphium terebinthinaceum:Poa compressa:Comandra umbellata:Oligoneuron rigidum:Hesperostipa spartea:Rudbeckia hirta:Lobelia spicata:Hypericum kalmianum:Asparagus officinalis:Tradescantia ohiensis:Pedicularis canadensis,,dune topography,,,sand prairie,State Natural Area,Dune and sandbar formations of glacial Lake Chicago.,Sand,132 plants sampled,400,10,P,,,D. Sollenberger - CBG,2,,,,,1,,WEB,2.5South of 116th St. just east of the RR tracks bordering the west edge of the preserveSouth of 116th St. just east of the RR tracks bordering the west edge of the preserve,black,26-Mar-20,HEUCHERA,richardsonii,2019,
Carex hyalinolepis,CYPERACEAE,CAHY3,12-Jun-19,CBG-10451,10451,CBG,,"Kemper, M.",US,72E,Interior River Valleys and Hills (Omernik),Illinois,Washington,,,"SW 1/4 Sect 29 T25-R4W Plum Hill Township, Washington County. 3 miles SW Plum Hill, Road Row in bottomland east of Elkhorn Creek.","38°19' 39.58"" N","89°33' 54.64"" W",38.32766,-89.56517,GPS,WGS84,447,FT,Township Road Row,Sium suave:Hydrophyllum virginianum:Carex lupulina:Carex crinita:Carex stipata:Laportea canadensis:Sagittaria latifolia:Dichanthelium clandestinum:Lysimachia ciliata,Mowed,flood plain,,,wetland,"Road row, transmission road",till plain,Other : silt loam,300 plants sampled,5000,1,P,,,M. Kemper,2,,,,,,,WEB,3,dark gray,26-Mar-20,CAREX,hyalinolepis,2019,
Carex scoparia,CYPERACEAE,CASC11,10-Jun-19,CBG-10452,10452,CBG,,"Kemper, M.",US,72E,Interior River Valleys and Hills (Omernik),Illinois,Washington,,,"NE 1/4 Section 19, T25-R2W, Beaucoup Township, east edge of Nashville, IL. Constructed pond N of IL Rt 15.","38°29' 37.15"" N","89°21' 37.15"" W",38.49365,-89.36031,GPS,WGS84,515,FT,Private (Harper),Scirpus georgianus:Ludwigia palustris:Carex annectens:Juncus tenuis:Juncus biflorus:Eleocharis ovata:Typha latifolia:Campsis radicans:Andropogon virginicus,Mowed,"Broad summits, crests, interfluences",,,pond edge,"Retired pasture, recreation",till plain,Other : silt loam,250 plants sampled,2000,0.05,P,,,M. Kemper,2,,,,,,,WEB,2,dark grayish brown,26-Mar-20,CAREX,scoparia,2019,
Carex brevior,CYPERACEAE,CABR10,8-Jun-19,CBG-10453,10453,CBG,,"Kemper, M.",US,72E,Interior River Valleys and Hills (Omernik),,,,,"SE 1/4 Section 32 T3S - R4W Oakdale Township, 4 miles SW of Oakdale","38°13' 16.30"" N","89°33' 28.35"" W",38.22119,-89.55787,GPS,WGS84,516,FT,County Highway Row,Carex bushii:Carex hirsutella:Coreopsis palmata:Orbexilum pedunculatum:Symphyotrichum patens:Symphyotrichum turbinellum:Rosa carolina:Sisyrinchium albidum:Schedonorus arundinaceus:Porteranthus stipulatus:Platanthera lacera:Ceanothus americanus,Mowed,"Broad summits, crests, interfluences",,,Grassy roadside with prairie affinity,Road row,till plain,Other : silt loam,130 plants sampled,200,0.05,P,,,M. Kemper,2,,,,,,,WEB,2,dark grayish brown,26-Mar-20,CAREX,brevior,2019,
