NAME,FAMILY,ABBREV_NAME,COLL_DT,ACC_NUM,COLL_NUM,COLL_ID,COLLECTOR,COLLECTED_WITH,COUNTRY_CODE,PHYTOREGION,PHYTOREGION_FULL,SUB_CNT1,SUB_CNT2,SUB_CNT3,GEOG_AREA,LOCALITY,LATITUDE,LONGITUDE,LATITUDE_DECIMAL,LONGITUDE_DECIMAL,GEOREF_SOURCE,GPS_DATUM,ALTITUDE,ALTITUDE_UNIT,LAND_OWNER,ASSOCIATED_TAXA_FULL,USER2,GEOMORPHOLOGY,SLOPE,ASPECT,HABITAT,USER1,GEOLOGY,SOIL_TYPE,COLLECTION_MISC,POPULATION_SIZE,OCCUPANCY,SEED_SOURCE,DESCRIPTION,USER3,USER4,USER5,KEYWORD,PSOURCE_FULL,SECOND_COLL_DT,DATE_AS_GIVEN,USER10,SECONDARY_ID,CREATED_BY,USER8,USER9,ACC_DT,GENUS,SPECIES,COLL_YR,MISC
Amorpha canescens,FABACEAE,AMCA6,22-Jul-16,CBG-7312,7312,CBG,,"Wilson, D.",US,42E,Northwestern Glaciated Plains (Omernik),South Dakota,Gregory,,,Karl Mundt National Wildlife Refuge - From I-80 drive north about 150.5 miles on Hwy 83 to Thedford. Continue north on Hwy 83 for ~175 miles to Valentine. Travel east ~75 miles to Pickstown. Refuge is immediately south of Missouri River Bridge off Toe Rd and south via Randall Rd and a farmer's two-track.,"43°0 6"" N","98°31' 23"" W",43.00166,-98.52305,GPS,NAD83,1527,FT,USFWS SD Refuge,Medicago sativa:Melissa officinalis:Rosa arkansana:Panicum virgatum:Schizachyrium scoparium:Echinacea angustifolia,Grazed,"Sandy, rolling hills",10,SW,,"Wildlife refuge, grazing","Deposits of clay, silt, sand and gravel",Other : sandy loam,100 plants sampled,400,16,P,3,,D. Wilson::,"2:22 JUL 2016:CBG, Smithsonian",,,,,1,Wilson2016-29,WEB,3,Dark brown/black,26-Apr-17,AMORPHA,canescens,2016,
Eriogonum annuum,POLYGONACEAE,ERAN4,28-Sep-16,CBG-7510,7510,CBG,,"Wilson, D.",US,44E,Nebraska Sandhills (Omernik),Nebraska,Thomas,,,From I-80 drive north approximately 150.5 miles to Hwy 83 to Thedford. Turn right (east) for 15.3 miles to Hwy 86B Spur before the town of Halsey. Drive 2.6 miles on 86B S[ur which becomes Rd 212 to 203 East Loop gravel road. Plants occur all along 212 and 203 Loop (which is 31 miles).,"41°53' 0.97"" N","100°24' 43.64"" W",41.8836,-100.41212,GPS,NAD83,2864,FT,USFS Region 2,Panicum virgatum:Elymus canadensis:Eragrostis trichodes:Schizachyrium scoparium:Helianthus petiolaris:Heterotheca villosa:Andropogon hallii:Liatris squarrosa:Amorpha canescens:Oligoneuron rigidum:Calamovilfa longifolia:Artemisia campestris:Commelina erecta,Grazed,,10,N,Mixed grass prairie,recreational,Holocene dunefields,Sand,200 plants sampled,2000,60,,,,D. Wilson::,"2:21 SEP 2016:CBG, Smithsonian",,,,,,Wilson2016-75,WEB,2.3,Beige-gray,14-Apr-17,ERIOGONUM,annuum,2016,
Krigia biflora,ASTERACEAE,KRBI,6-Jun-18,CBG-9600,9600,CBG,,"Sollenberger, D.",US,54E,Central Corn Belt Plains (Omernik),Illinois,,Sweet Fern Savanna,,,"41°4' 29.89"" N","87°35' 50.06"" W",41.07496,-87.59723,GPS,WGS84,198,FT,Marienne Hahn,Solidago altissima:Sorghastrum nutans:Viola lanceolata:Carex scoparia:Carex swanii:Fragaria virginiana:Potentilla simplex:Rosa carolina:Eupatorium serotinum:Achillea millefolium:Tradescantia ohiensis,,plain,0,,sand savanna,land and water reserve,,Sand,102 plants sampled,400,1,P,Habit - forb,,D. Sollenberger:In Field:,"2:31 MAY 2018:CBG, Smithsonian",,,,,1,,ACH,1.5,dark brown,1-Feb-19,KRIGIA,biflora,2018,
Eriophorum angustifolium,CYPERACEAE,ERAN6,7-Jun-18,CBG-9700,9700,CBG,,"Sollenberger, D.",US,54E,Central Corn Belt Plains (Omernik),Wisconsin,Kenosha,Chiwaukee Prairie,,scattered in wet depressions,"42°30' 14.26"" N","87°48' 42.77"" W",42.50396,-87.81188,GPS,WGS84,177,M,WDNR,Carex buxbaumii:Cornus sericea:Schoenoplectus acutus:Hypericum kalmianum:Zizia aurea:Carex lasiocarpa:Thelypteris palustris:Fragaria virginiana:Carex tetanica,Burned,swale,,,sand prairie,state natural area,exposed glacial lake sediments,Sand,227 plants sampled,400,5,P,habit - Grass-Grasslike,,D. Sollenberger:In Field:,"2:07 JUN 2018:CBG, Smithsonian",,,,,1,,ACH,2,black,1-Feb-19,ERIOPHORUM,angustifolium,2018,
Valeriana edulis,VALERIANACEAE,VAED,7-Jun-18,CBG-9702,9702,CBG,,"Sollenberger, D.",US,54E,Central Corn Belt Plains (Omernik),Wisconsin,Kenosha,,,,"42°32' 7.55"" N","-87°48' 56.99"" W",42.53543,-87,GPS,WGS84,180,M,,Hypoxis hirsuta:Sisyrinchium campestre:Pedicularis canadensis:Pedicularis canadensis:Silphium integrifolium:Carex buxbaumii:Symphyotrichum oolentangiense:Carex buxbaumii:Fragaria virginiana:Lithospermum canescens:Packera paupercula:Krigia biflora:Oligoneuron riddellii:Schizachyrium scoparium,,"swell, swale",,,sand prairie,state natural area,exposed glaical lake sediments,Sand,226 plants sampled,600,8,,habit - forb,,D. Sollenberger:In Field:,"2:07 JUN 2018:CBG, Smithsonian",,,,,,,ACH,2.5,black,1-Feb-19,VALERIANA,edulis,2018,
Pedicularis canadensis,SCROPHULARIACEAE,PECA,6-Jun-18,CBG-9703,9703,CBG,,"Sollenberger, D.",US,54E,Central Corn Belt Plains (Omernik),Illinois,Iroquois,Iroquois County Conservation Area,,N.E. side of the preserve along trail adjacent to the sedge meadow,"40°59' 28.32"" N","-87°33' 48.2"" W",40.9912,-87,GPS,WGS84,205,M,Illinois DNR,Corylus americana:Malus ioensis:Quercus velutina:Rubus sp.:Onoclea sensibilis:Carex swanii:Krigia biflora:Potentilla simplex,,plain,,,,conservation area,,Sand,184 plants sampled,600,2,P,plant habit: forb,,D. Sollenberger:In Field:,"2:06 JUN 2018:CBG, Smithsonian",,,,,1,,ACH,0.5,dark brown,1-Feb-19,PEDICULARIS,canadensis,2018,
Hymenopappus scabiosaeus,ASTERACEAE,HYSC,6-Jun-18,CBG-9704,9704,CBG,,"Sollenberger, D.",US,54E,Central Corn Belt Plains (Omernik),Illinois,Kankakee,Sweet Fern Savanna,,near parking area of trail,"41°4' 28.74"" N","-87°36' 2.23"" W",41.07465,-87,GPS,WGS84,207,M,Marianne Hahn,:Artemisia campestris:Tradescantia ohiensis:Schizachyrium scoparium:Opuntia humifusa:Desmodium sessilifolium:Lespedeza capitata:Oenothera sp.:Asclepias tuberosa,,hill,,,,land and water reserve,,Sand,147 plants sampled,300,0.2,P,,,D. Sollenberger:In Field:,"2:07 JUN 2018:CBG, Smithsonian",,,,,1,,ACH,2.5,light brown,1-Feb-19,HYMENOPAPPUS,scabiosaeus,2018,
Carex haydenii,CYPERACEAE,CAHA7,31-May-18,CBG-9705,9705,CBG,,"Sollenberger, D.",US,54E,Central Corn Belt Plains (Omernik),Illinois,Iroquois,Iroquois County Conservation Area,SW side,Scattered in sedge meadow,,,.,.,None,WGS84,,FT,Illinois DNR,Carex stricta:Carex buxbaumii:Carex pellita:Polygonum amphibium:Polygonum amphibium var. stipulaceum:Lycopus americanus:Galium obtusum:Calamagrostis canadensis:Scutellaria lateriflora:Eleocharis sp.,,plain,0,,sedge meadow,state conservation area,,Sand,97 plants sampled,200,1,P,,,D. Sollenberger:In Field:,"2:31 MAY 2018:CBG, Smithsonian",,,,,1,,ACH,2.5,black,1-Feb-19,CAREX,haydenii,2018,
Vaccinium angustifolium,ERICACEAE,VAAN,28-Jun-18,CBG-9706,9706,CBG,,"Sollenberger, D.",US,54E,Central Corn Belt Plains (Omernik),Illinois,Kankakee,Sweet Fern Savanna,,,"41°4' 29.32"" N","-87°35' 32.82"" W",41.07481,-87,GPS,WGS84,205,M,Marianne Hahn,Quercus velutina:Quercus alba:Carex siccata:Rubus sp.:Lespedeza hirta:Maianthemum racemosum,,hill,5,,sand savana,state land and water reserve,,Sand,137 plants sampled,400,0.2,P,,,D. Sollenberger:In Field:,"2:07 JUN 2018:CBG, Smithsonian",,,,,1,,ACH,1,brown,1-Feb-19,VACCINIUM,angustifolium,2018,
Carex conoidea,CYPERACEAE,CACO14,14-Jun-18,CBG-9707,9707,CBG,,"Sollenberger, D.",US,54E,Central Corn Belt Plains (Omernik),Wisconsin,Kenosha,Chiwaukee Prairie,,Scattered throughout mesic areas of the preserve. Subpopulation B approximately 1/2 mile north of A.,"42°30' 1.4"" N","-87°48' 38.09"" W",42.50038,-87,GPS,WGS84,176,M,WDNR,Tradescantia ohiensis:Andropogon gerardii:Panicum virgatum:Dalea purpurea:Lithospermum canescens,,hill,,,,state natural area,exposed glacial lake sediments,Sand,154 plants sampled,300,1,P,"grass, grasslike",,D. Sollenberger:In Field:,"2:14 JUN 2018:CBG, Smithsonian",,,,,1,,ACH,0.75,black,1-Feb-19,CAREX,conoidea,2018,
Carex scoparia,CYPERACEAE,CASC11,28-Jun-18,CBG-9708,9708,CBG,,"Sollenberger, D.",US,54E,Central Corn Belt Plains (Omernik),Illinois,Kankakee,Sweet Fern Savanna,,Common in moist prairie areas,"41°4' 29.96"" N","-87°35' 49.67"" W",41.07498,-87,GPS,WGS84,205,M,Marianne Hahn,Sorghastrum nutans:Carex swanii:Viola lanceolata:Hypericum adpressum:Hypericum adpressum:Achillea millefolium:Eupatorium serotinum:Krigia biflora:Cassia fasciculata:Fragaria virginiana:Euthamia gymnospermoides:Potentilla simplex,,plain,0,,sand prairie,land and water reserve,,Sand,329 + 72,1000,5,P,"grass, grasslike",,D. Sollenberger:In Field:,"2:28 JUN 2018:CBG, Smithsonian",,,,,1,,ACH,1.5,dark brown,1-Feb-19,CAREX,scoparia,2018,
Carex sterilis,CYPERACEAE,CAST16,29-Jun-18,CBG-9709,9709,CBG,,"Sollenberger, D.",US,54E,Central Corn Belt Plains (Omernik),Wisconsin,Kenosha,Chiwaukee Prairie,,Fen-like habitat in one location in large southern unit of the preserve,"42°30' 7.63"" N","-87°48' 44.21"" W",42.50211,-87,GPS,,177,M,WDNR,Liatris sp.:Valeriana edulis:Dasiphora fruticosa:Solidago ohioensis:Oxypolis rigidior:Hypericum kalmianum:Helianthus grosseserratus:Phlox glaberrima:Carex sartwellii:Convolvulus sepium:Eriophorum angustifolium,,swale,0,,sand praire,state natural area,,Sand,114 plants sampled,300,0.5,P,"plant habit - grass, grasslike",,D. Sollenberger:In Field:,"2:29 JUN 2018:CBG, Smithsonian",,,,,1,,ACH,2,black,1-Feb-19,CAREX,sterilis,2018,
Carex normalis,CYPERACEAE,CANO,3-Jun-18,CBG-9712,9712,CBG,,"Kemper, Martin",US,7E,Central California Valley (Omernik),Illinois,Washington,,,"Bolo Township - NW 1/4 Section 19 T35 R2W 1.5 miles WSW Posen, IL. South side of locust creek adjacent to bridge on Posen Road","38°15' 0.57"" N","89°21' 57.8"" W",38.25015,-89.36605,GPS,WGS84,456,FT,Private - with permission,Carex stipata:Carex davisii:Rudbeckia laciniata:Carex tribuloides:Polemonium reptans,Mowed,Floodplain,0,,Grassy wetland along Locust Creek (riparian),Wildlife,Till plain,Other : silt loam,100 plants sampled,200,0.2,P,,,::,2:03 JUN 2018:,,,6-Jun-18,,,699c,ACH,2,dark grayish brown,1-Feb-19,CAREX,normalis,2018,
Cardamine bulbosa,BRASSICACEAE,CABU3,22-May-18,CBG-9713,9713,CBG,,"Kemper, Martin",US,72E,Interior River Valleys and Hills (Omernik),Illinois,Washington,,,"Bolo Township SW 1/4 Section 19 T3S R2W 1.5 miles WSW Posen, IL west of Locust Creek","38°14' 58.5"" N","89°21' 52.3"" W",38.24958,-89.36452,GPS,WGS84,450,FT,Private (Pisecki) with permission,Ranunculus hispidus:Sanicula odorata:Glyceria stricta:Carex stipata:Carex grayi:Packera aurea:Phlox divaricata:Acer saccharinum:Quercus palustris:Laportea canadensis,None,Floodplain,0,,Bottomland Forest,"Forest, wildlife",Till plain,Other : silt loam,232 plants sampled,1000,4,P,,,::,2:06 MAY 2018:,,,,,,698c,ACH,1.5,dark grayish brown,1-Feb-19,CARDAMINE,bulbosa,2018,
Carex grayi,CYPERACEAE,CAGR6,24-Jun-18,CBG-9714,9714,CBG,,"Kemper, Martin",US,7E,Central California Valley (Omernik),Illinois,Washington,,,"Bolo Township SW 1/4 Section 19 T3S R2W w.5 mi WSW of Posen, IL","38°14' 57.1"" N","89°21' 48.7"" W",38.24919,-89.36352,GPS,WGS84,450,FT,Private (Pisecki) with permission,Carex stipata:Carex crinita:Carex cristatella:Scirpus georgianus:Elymus virginicus:Laportea canadensis:Packera aurea:Saururus cernuus:Acer saccharinum:Quercus palustris:Quercus bicolor,None,Floodplain,0,,Forest bottomland,"Timber, wildlife",Till plain,Other : silt loam,130 plants sampled,250,2.5,P,,,::,2:30 MAY 2018:,,,1-Jul-18,,,703c,ACH,2.25,dark grayish brown,1-Feb-19,CAREX,grayi,2018,
Lesquerella ludoviciana,BRASSICACEAE,LELU,22-Jun-18,CBG-9715,9715,CBG,,"Wilson, Denise C.",US,25E,Western High Plains (Omernik),Colorado,Weld,Pawnee National Grasslands,Western grazing lands,"Hwy 14 east from I-25, north of Fort Collins to Briggsdale; 12 miles north on CR77 to CR114. Turn left (west) and drive 4 miles. Turn south on CR69 and make immediate right turn on two-track. Drive about 2 miles to first gate and then turn immediately left on two-track for about two miles to wetlands.","40°48' 10"" N","104°27' 41"" W",40.80277,-104.46138,GPS,WGS84,5120,FT,USDA / US Forest Service,Hesperostipa comata:Dalea candida var. oligophylla:Oxytropis lambertii:Artemisia frigida:Packera tridenticulata:Yucca glauca:Psoralidium tenuiflorum:Astragalus missouriensis,Grazed,Relic short grass prairie buttes,10,"NE, SE","Dry, semi-arid grasslands; chalky, sandy soils",cattle grazing,Early quaternary; verdos alluvium and Pearlette ash type 0 deposited; carried by outwash of South Platte River,Sand,100 plants sampled,200,80,P,,,::,"3:22 JUN 2018:CBG, Smithsonian, University of CO, Boulder",,,,,,Wilson2018-05,ACH,1,Light medium grey brown,1-Feb-19,LESQUERELLA,ludoviciana,2018,
Astragalus missouriensis,FABACEAE,ASMI10,22-Jun-18,CBG-9766,9766,CBG,,"Wilson, Denise C.",US,25E,Western High Plains (Omernik),Colorado,Weld,Pawnee National Grasslands,Grazing lands & oil and gas wells,Pawnee Buttes National Grassland - Trailhead CO Hwy 14 east from I-25 in Fort Collins for about 50 miles to Hwy 390; north-west for about 13 miles to 112 Rd. Drive east 6 miles to GR 685; northeast 1 mile to GR 807; east for 3 miles; then south for 1/2 mile,"40°48' 23"" N","103°59' 07"" W",40.80638,-103.98527,GPS,WGS84,5230,FT,USDA / US Forest Service,Hesperostipa comata:Dalea candida var. oligophylla:Oxytropis lambertii:Artemisia frigida:Packera tridenticulata:Packera tridenticulata:Yucca glauca:Psoralidium tenuiflorum:Physaria ludoviciana:Penstemon angustifolius,Grazed:Flooded,Relic short grass prairie buttes,8,"NE, E, SE","Dry, semi-arid grasslands; chalky, sandy soils",Cattle grazing and oil and gas wells,Early Quaternary; Verdos Alluvium and Pearlette ash type 0 deposited; carried by outwash of South Platte River,Sand,60 plants sampled,80,40,P,,,::,"3:22 JUN 2018:CBG, Smithsonian & University of CO, Boulder",,,,,1,Wilson2018-06,ACH,1.25,Light-medium grey brown,1-Feb-19,ASTRAGALUS,missouriensis,2018,
Carex swanii,CYPERACEAE,CASW,11-Jul-18,CBG-9772,9772,CBG,,"Sollenberger, D.",US,54E,Central Corn Belt Plains (Omernik),Illinois,Kankakee,Sweet Fern Savanna,,Abundant in low areas of the preserve,"41°4' 32.2"" N","-87°35' 53.77"" W",41.07561,-87,GPS,WGS84,204,M,Marianne Hahn,Potentilla simplex:Spiraea tomentosa:Rhynchospora capitellata:Scleria triglomerata:Carex scoparia:Doellingeria umbellata:Euthamia gymnospermoides:Sorghastrum nutans:Rubus sp.,,plain,0,,sand savanna,land and water reserve,,Sand,357 plants sampled,3000,15,P,,,2:In Field:,"2:11 JUL 2018:CBG, Smithsonian",,,,,1,,ACH,1,black,1-Feb-19,CAREX,swanii,2018,
Lobelia spicata,CAMPANULACEAE,LOSP,1-Aug-18,CBG-9870,9870,CBG,,"Sollenberger, D.",US,54E,Central Corn Belt Plains (Omernik),Wisconsin,Kenosha,Chiwaukee Prairie,,Locally common on scattered dunes,"42°30' 4.93"" N","-87°35' 53.77"" W",42.50136,-87,GPS,WGS84,,FT,WDNR,Poa pratensis:Dalea purpurea:Schizachyrium scoparium:Panicum virgatum:Tradescantia ohiensis:Rudbeckia bicolor:Oligoneuron album:Asclepias syriaca:Liatris aspera:Lespedeza capitata:Comandra richardsiana:Comandra umbellata:Potentilla arguta:Zizia aurea:Cirsium discolor,,hill,2,,dry sand prairie,state natural area,exposed beach heads and sand bars of glacial lake Chicago,Sand,163 plants sampled,500,8,P,,,D. Sollenberger:In Field:,"2:01 AUG 2018:CBG, Smithsonian",,,,,1,,ACH,1,dark brown,1-Feb-19,LOBELIA,spicata,2018,
Schoenoplectus acutus,CYPERACEAE,SCAC3,1-Aug-18,CBG-9871,9871,CBG,,"Sollenberger, D.",US,54E,Central Corn Belt Plains (Omernik),Wisconsin,Kenosha,Chiwaukee Prairie,southern unit,most swales,"42°29' 57.05"" N","-87°48' 45.9"" W",42.49918,-87,GPS,WGS84,179,M,WDNR,Iris virginica var. shrevei:Polygonum amphibium:Polygonum amphibium var. stipulaceum:Spartina pectinata,Burned,sandy swale,0,,wet sand prairie,state natural area,exposed beach heads and sand bars of glacial lake Chicago,Sand,530 plants sampled,3000,10,P,,,D. Sollenberger:In Field:,"2:01 AUG 2018:CBG, Smithsonian",,,,,1,,ACH,7,black,1-Feb-19,SCHOENOPLECTUS,acutus,2018,
Dalea candida,FABACEAE,DACA7,22-Aug-18,CBG-9967,9967,CBG,,"Sollenberger, D.",US,54E,Central Corn Belt Plains (Omernik),Illinois,Iroquois,,,Rt. 52 between Iroquois and Donovan,"40°51' 9.54"" N","87°36' 7.34"" W",40.85265,-87.60203,GPS,WGS84,205,M,,Euphorbia corollata:Symphyotrichum ericoides:Liatris aspera:Andropogon gerardii:Eryngium yuccifolium:Dalea purpurea:Sporobolus heterolepis:Helianthus mollis:Amorpha canescens:Lespedeza capitata:Helianthus rigidus:Ratibida pinnata:Physostegia virginiana:Cirsium discolor,,plain,0,,mesic prairie,RR Row,,Other : loam,438 plants sampled,1000,0.5,P,,,D. Sollenberger:In Field:,"2:22 AUG 2018:CBG, Smithsonian",,,,,,,ACH,2,black,1-Feb-19,DALEA,candida,2018,
Lechea pulchella,CISTACEAE,LEPU4,22-Aug-18,CBG-9968,9968,CBG,,"Sollenberger, D.",US,54E,Central Corn Belt Plains (Omernik),Illinois,Kankakee,Sweet Fern Savanna,,,"40°4' 34.5"" N","-87°35' 53.02"" W",40.07625,-87,GPS,WGS84,203,M,Marianne Hahn,Quercus velutina:Rubus flagellaris:Andropogon virginicus:Rhus copallinum:Lespedeza capitata:Sorghastrum nutans:Euthamia gymnospermoides:Chamaecrista fasciculata:Helianthus mollis:Scleria triglomerata:Salix humilis:Nyssa sylvatica:Solidago nemoralis,,hill,1,,sand savanna,state land & water reserve,,Sand,324 plants sampled,800,0.25,P,,,D. Sollenberger:In Field:,"2:17 JUL 2018:CBG, Smithsonian",,,6-Sep-18,,1,,ACH,0.7,dark brown,1-Feb-19,LECHEA,pulchella,2018,
Trollius laxus,RANUNCULACEAE,TRLA14,11-Aug-18,CBG-9969,9969,CBG,,"Wilson, Denise C.",US,21E,Southern Rockies (Omernik),Colorado,Gilpin,James Peak Wilderness,East Portal Trail,"Arapahoe Roosevelt National Forest - Trailhead CO Hwy 119 at Rollinsville, take a gravel road to the west and follow all the way to the east Portal of the Railroad, where there is an extensive gravel parking lot. The trailhead is just west of the parking lot. Plants are found about 3-4-1/2 miles into the trail on both sides","39°52' 16.8"" N","105°41' 06.0"" W",39.87133,-105.685,GPS,NAD83,"10,999",FT,"USDA, US Forest Service",Carex sp.:Luzula parviflora:Listera cordata:Mitella pentandra:Bromus ciliatus:Stellaria sp.:Maianthemum stellatum,Grazed:trailside; grazed by deer,Rocky mountain,3.5,E,Sub-alpine Engelmann spruce mountain streamside,Recreational,Laramide Orogeny with surface of decomposed granite,Other : black sandy loam,150 plants sampled,1000,4,P,,,::,"2:11 AUG 2018:CBG, Smithsonian",,,,,1,Wilson2018-08,ACH,1.25,dark brown,1-Feb-19,TROLLIUS,laxus,2018,
Mitella pentandra,SAXIFRAGACEAE,MIPE,11-Aug-18,CBG-9970,9970,CBG,,"Wilson, D.C.",US,21E,Southern Rockies (Omernik),Colorado,Gilpin,James Peak Wilderness,East Portal Trail,"Arapahoe Roosevelt National Forest - Trailhead CO Hwy 119 at Rollinsville, take a gravel road to the west and follow all the way to the East Portal of the Railroad, where there is an extensive gravel parking lot. The trailhead is just west of the parking lot. Plants are found about 3 to 4.5 miles into the trail on both sides.","39°52' 16.8"" N","105°41' 06.0"" W",39.87133,-105.685,GPS,NAD83,"10,999",FT,USDA/US Forest Service,Carex sp.:Luzula parviflora:Listera cordata:Trollius laxus:Bromus ciliatus:Stellaria sp.:Maianthemum stellatum,trailside; grazed by deer,Rocky mountain,5-Feb,,Sub-alpine Englemann spruce mountain streamside,reacreational,Laramide orogeny with surface of decomposed granite,Other : black sandy loam,125 plants sampled,1000,4,P,,,::,2:11 AUG 2018:Chicago Botanic Garden and Smithsonian,,,,,1,Wilson2018-09,LJP,0.75,dark brown,25-Jun-19,MITELLA,pentandra,2018,
Luzula parviflora,JUNCACEAE,LUPA4,27-Aug-18,CBG-9971,9971,CBG,,"Wilson, Denise C.",US,21E,Southern Rockies (Omernik),Colorado,Gilpin,James Peak Wilderness,East Portal Trail,"Arapahoe Roosevelt National Forest - Trailhead CO Hwy 119 at Rollinsville, take a gravel road to the west and follow all the way to the East Portal of the Railroad, where there is an extensive gravel parking lot. The trailhead is just west of the parking lots. Plants are found about 3 to 4-1/2 miles into the trail on both sides.","39°53' 03.0"" N","105°40' 23.8"" W",39.88416,-105.67327,GPS,,10178,FT,"USDA, US Forest Service",Carex sp.:Pedicularis racemosa ssp. alba:Pedicularis racemosa ssp. alba:Listera cordata:Mitella pentandra:Bromus ciliatus:Stellaria sp.:Maianthemum stellatum,trailside; grazed by deer,Rocky mountain,3.5,E,Sub-alpine Engelmann spruce mountain streamside,Recreational,Laramide Orogeny with surface of decomposed granite,Other : black sandy loam,250 plants sampled,1000,40,P,,,::,"2:27 AUG 2018:CBG, Smithsonian",,,,,1,Wilson2018-10,ACH,2,dark brown,1-Feb-19,LUZULA,parviflora,2018,
Hypericum mutilum,CLUSIACEAE,HYMU,5-Sep-18,CBG-9973,9973,CBG,,"Sollenberger, D.",US,55E,Eastern Corn Belt Plains (Omernik),Illinois,Iroquois,,,west of Beaver Street in utility row adjacent to Iroquois NWR,"41°0 33.41"" N","-87°32' 9.06"" W",41.00928,-87,GPS,WGS84,201,M,,Ambrosia psilostachya:Paspalum laeve:Rhexia virginica:Eupatorium perfoliatum:Hypericum adpressum:Bidens sp.:Panicum virgatum:Polygonum coccineum:Betula nigra,,plain,0,,seed savanna,utility row,,Sand,145 plants sampled,400,0.25,P,,,::,2::,,,,,,,ACH,0.75,dark brown,1-Feb-19,HYPERICUM,mutilum,2018,
Vernonia fasciculata,ASTERACEAE,VEFA2,5-Sep-18,CBG-9974,9974,CBG,,"Sollenberger, D.",US,54E,Central Corn Belt Plains (Omernik),Illinois,Iroquois,,,Rt. 24 RR corridor between Gilman and Watseka,"40°46' 18.37"" N","-87°47' 45.67"" W",40.77176,-87,GPS,WGS84,193,M,IDOT?,Phalaris arundinacea:Symphyotrichum lanceolatum:Spartina pectinata:Chamaecrista fasciculata:Cirsium discolor:Helianthus grosseserratus,,plain,,,prairie,row,,Other : loam,102 plants sampled,105,0.25,,,,D. Sollenberger:In Field:,::,,,,,,,ACH,4,black,1-Feb-19,VERNONIA,fasciculata,2018,
Carex comosa,CYPERACEAE,CACO8,13-Sep-18,CBG-9987,9987,CBG,,"Sollenberger, D.",US,54E,Central Corn Belt Plains (Omernik),Wisconsin,Kenosha,Chiwaukee Prairie,south unit,large swale east of RR tracks,"41°0 33.41"" N","-87°32' 9.06"" W",41.00928,-87,GPS,WGS84,,FT,WDNR,Leersia oryzoides:Polygonum hydropiperoides:Rumex orbiculatus:Juncus canadensis:Polygonum amphibium:Asclepias incarnata,,swale,0,,wet sand marsh,state natural area,old beach head for glacial lake Chicago,Sand,100 plants sampled,150,5,P,,,D. Sollenberger:In Field:,"2:13 SEP 2018:CBG, Smithsonian",,,,,1,,ACH,2,black,1-Feb-19,CAREX,comosa,2018,
Iris virginica var. shrevei,IRIDACEAE,IRVIS,11-Sep-18,CBG-9988,9988,CBG,,"Sollenberger, D.",US,54E,Central Corn Belt Plains (Omernik),Wisconsin,Kenosha,Chiwaukee Prairie SNA,southern unit,Scattered in sandy swales,"42°30' 3.49"" N","87°48' 47.16"" W",42.50096,-87.8131,GPS,WGS84,167,M,WDNR,Schoenoplectus acutus:Polygonum amphibium var. stipulaceum:Polygonum amphibium:Carex lasiocarpa,,swale,0,,wet sand prairie,state natural area,old beach heads and sand bars of Chicago lake plain,Sand,147 plants sampled,400,50,P,,,D. Sollenberger:In Field:,::CBG and Smithsonian,,,,,1,,LJP,2.5,black,25-Jun-19,IRIS,virginica,2018,
Rhexia virginica,MELASTOMATACEAE,RHVI,5-Sep-18,CBG-9989,9989,CBG,,"Sollenberger, D.",US,54E,Central Corn Belt Plains (Omernik),Illinois,Kankakee,Sweet Fern Savanna,,NW corner of preserve,"41°4' 35"" N","-87°35' 53.48"" W",41.07638,-87,GPS,WGS84,201,M,Marianne Hahn,Rubus flagellaris:Doellingeria umbellata:Solidago altissima:Andropogon gerardii:Sorghastrum nutans:Chamaecrista fasciculata:Spiraea tomentosa:Euthamia gymnospermoides,,plain,0,,sand savanna,land and water reserve,,Sand,161 plants sampled,300,1,P,,,D. Sollenberger:In Field:,"2:11 SEP 2018:CBG, Smithsonian",,,12-Sep-18,,,,ACH,0.75,dark brown,1-Feb-19,RHEXIA,virginica,2018,
Lechea minor,CISTACEAE,LEMI,12-Sep-18,CBG-9990,9990,CBG,,CBG,US,54E,Central Corn Belt Plains (Omernik),Wisconsin,Kenosha,Chiwaukee Prairie,NW portion of primary part of preserve,near edge of black oak savannas in sunny location,"41°4' 29.17"" N","-87°35' 47.04"" W",41.07476,-87,GPS,WGS84,203,M,Marianne Hahn,Schizachyrium scoparium:Sorghastrum nutans:Symphyotrichum pilosum:Chamaecrista fasciculata:Lechea pulchella:Lechea mucronata:Quercus velutina:Andropogon gerardii,,plain,0,,sand savanna,state land and water reserve,,Sand,98 plants sampled,300,5,P,,,D. Sollenberger:In Field:,"2:12 SEP 2018:CBG, Smithsonian",,,,,,,ACH,1,dark brown,1-Feb-19,LECHEA,minor,2018,
